reqId, name, des, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , id1, , , name1, id2, , , name2, id3, , , name3, id4, , , name4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18001, 杭州城绝景, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_Default.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11100, 1, 0, 钱塘城门, 11101, 1, 0, 擂台铜锣, 11102, 1, 0, 永兴塔顶, 11103, 1, 0, 商道日晷, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18002, 拾趣杭州城, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_shiqu.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11140, 1, 0, 藏经典籍, 11141, 1, 0, 花船木伞, 11142, 1, 0, 商行古玩, 11143, 1, 0, 永兴遗珠, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18003, 码头绝景, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_Default.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11104, 1, 0, 望江城门, 11105, 1, 0, 清波城门, 11106, 1, 0, 望江码头, 11107, 1, 0, 清波码头, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18004, 拜访钱塘码头, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_NPCTalk.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11176, 1, 0, 船夫, 11177, 1, 0, 王富贵, 11178, 1, 0, 王喜金, 11179, 1, 0, 码头苦工, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18005, 拜访一醉轩, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_NPCTalk.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11180, 1, 0, 范仲淹, 11181, 1, 0, 柳永, 11182, 1, 0, 梅尧臣, 11183, 1, 0, 晏殊, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18006, 拾趣一醉轩, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_shiqu.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11144, 1, 0, 廊道古琴, 11145, 1, 0, 石桌茶点, 11146, 1, 0, 山石文玩, 11147, 1, 0, 庭院睡莲, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18007, 淬剑谷绝景, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_Default.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11108, 1, 0, 剑谷界碑, 11109, 1, 0, 剑池天剑, 11110, 1, 0, 环廊入口, 11111, 1, 0, 清谷幽居, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18008, 拾趣淬剑谷, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_shiqu.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11148, 1, 0, 铸剑竹简, 11149, 1, 0, 铸剑古卷, 11150, 1, 0, 铸剑古本, 11151, 1, 0, 铸剑秘匣, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18009, 西湖绝景, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_Default.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11112, 1, 0, 野佛渡船, 11113, 1, 0, 湖心客船, 11114, 1, 0, 问水别院, 11115, 1, 0, 三潭印月, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18010, 拾趣西湖, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_shiqu.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11152, 1, 0, 野佛睡莲, 11153, 1, 0, 湖心睡莲, 11154, 1, 0, 问水鹰巢, 11155, 1, 0, 问水雀巢, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18011, 吴王陵绝景, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_Default.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11116, 1, 0, 护陵别院, 11117, 1, 0, 山道廊亭, 11118, 1, 0, 后山木亭, 11119, 1, 0, 正殿神台, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
18012, 拾趣吴王陵, 创作条件, 0, 2, 游历, 9, 地图, 0, Icons/Achieve/ACHIEVE_shiqu.png, -1, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1073741824, 0, 11156, 1, 0, 陵园石佛, 11157, 1, 0, 陵园红烛, 11158, 1, 0, 陵园焚香, 11159, 1, 0, 陵园牛骨, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, , 0, , 0,
