x,y,type,name,id, mapId
259190, 134988, MonsterPoint, 20200100, 5, 10016
158877, 167871, MonsterPoint, 20200100, 18, 10016
121053, 184977, MonsterPoint, 20200100, 20, 10016
253770, 208325, MonsterPoint, 20200100, 21, 10016
256366, 202659, MonsterPoint, 20200100, 23, 10016
237339, 127988, MonsterPoint, 20200100, 25, 10016
235682, 138134, MonsterPoint, 20200100, 27, 10016
180019, 202897, MonsterPoint, 20200100, 33, 10016
247737, 194966, MonsterPoint, 20200100, 34, 10016
244341, 196298, MonsterPoint, 20200100, 36, 10016
199613, 168589, MonsterPoint, 20200100, 53, 10016
209502, 190744, MonsterPoint, 20200100, 55, 10016
262759, 219134, MonsterPoint, 20200100, 56, 10016
262553, 218962, MonsterPoint, 20200100, 57, 10016
252072, 212901, MonsterPoint, 20200100, 58, 10016
251758, 212856, MonsterPoint, 20200100, 59, 10016
225825, 228453, MonsterPoint, 20200100, 60, 10016
225678, 228415, MonsterPoint, 20200100, 61, 10016
241372, 226422, MonsterPoint, 20200100, 62, 10016
241548, 226582, MonsterPoint, 20200100, 63, 10016
212660, 164378, MonsterPoint, 20200100, 68, 10016
212774, 164382, MonsterPoint, 20200100, 69, 10016
162944, 170576, MonsterPoint, 20200100, 70, 10016
163103, 170679, MonsterPoint, 20200100, 71, 10016
173213, 205497, MonsterPoint, 20200100, 72, 10016
175363, 203711, MonsterPoint, 20200100, 73, 10016
144502, 201630, MonsterPoint, 20200100, 76, 10016
161137, 210526, MonsterPoint, 20200100, 77, 10016
161025, 210324, MonsterPoint, 20200100, 78, 10016
146499, 209102, MonsterPoint, 20200100, 79, 10016
146562, 208925, MonsterPoint, 20200100, 80, 10016
135968, 188389, MonsterPoint, 20200100, 81, 10016
136101, 188343, MonsterPoint, 20200100, 82, 10016
184647, 186998, MonsterPoint, 20200100, 85, 10016
184752, 187050, MonsterPoint, 20200100, 86, 10016
198970, 190057, MonsterPoint, 20200100, 88, 10016
204097, 220786, MonsterPoint, 20200100, 93, 10016
203997, 220713, MonsterPoint, 20200100, 94, 10016
182953, 196232, MonsterPoint, 20200100, 95, 10016
182819, 196208, MonsterPoint, 20200100, 96, 10016
182672, 196187, MonsterPoint, 20200100, 97, 10016
249084, 232600, MonsterPoint, 20200100, 98, 10016
99559, 167133, MonsterPoint, 20200100, 99, 10016
99696, 167076, MonsterPoint, 20200100, 100, 10016
111155, 98745, MonsterPoint, 20200100, 103, 10016
111021, 98745, MonsterPoint, 20200100, 104, 10016
135677, 72748, MonsterPoint, 20200100, 105, 10016
131396, 63847, MonsterPoint, 20200100, 106, 10016
185746, 101330, MonsterPoint, 20200100, 110, 10016
185880, 101329, MonsterPoint, 20200100, 111, 10016
105161, 182431, MonsterPoint, 20200100, 113, 10016
96074, 103637, MonsterPoint, 20200100, 117, 10016
96170, 103586, MonsterPoint, 20200100, 118, 10016
279883, 239149, MonsterPoint, 20200103, 120, 10016
274017, 232745, MonsterPoint, 20200103, 121, 10016
285987, 220675, MonsterPoint, 20200103, 122, 10016
281211, 206646, MonsterPoint, 20200104, 123, 10016
278986, 210948, MonsterPoint, 20200100, 124, 10016
298972, 170076, MonsterPoint, 20200100, 125, 10016
299901, 172819, MonsterPoint, 20200104, 126, 10016
298756, 174769, MonsterPoint, 20200103, 127, 10016
283550, 180992, MonsterPoint, 20200100, 128, 10016
311236, 167405, MonsterPoint, 20200100, 130, 10016
310579, 167665, MonsterPoint, 20200104, 131, 10016
200236, 136749, MonsterPoint, 20200110, 143, 10016
180620, 143994, MonsterPoint, 20200110, 144, 10016
192856, 169513, MonsterPoint, 20200110, 147, 10016
208354, 139697, MonsterPoint, 20200110, 150, 10016
237099, 170102, MonsterPoint, 20200110, 153, 10016
239476, 176270, MonsterPoint, 20200110, 154, 10016
231469, 184075, MonsterPoint, 20200110, 155, 10016
221788, 184435, MonsterPoint, 20200110, 156, 10016
272709, 196842, MonsterPoint, 20200110, 157, 10016
291708, 216159, MonsterPoint, 20200110, 158, 10016
300402, 222206, MonsterPoint, 20200110, 159, 10016
298071, 213388, MonsterPoint, 20200110, 160, 10016
302327, 250445, MonsterPoint, 20200110, 161, 10016
300317, 260399, MonsterPoint, 20200110, 162, 10016
301874, 171060, MonsterPoint, 20200110, 163, 10016
297027, 180604, MonsterPoint, 20200119, 165, 10016
301632, 193323, MonsterPoint, 20200119, 166, 10016
274526, 182081, MonsterPoint, 20200119, 167, 10016
245456, 127388, MonsterPoint, 20200119, 170, 10016
180412, 127429, MonsterPoint, 20200118, 171, 10016
176684, 153336, MonsterPoint, 20200117, 172, 10016
183267, 155637, MonsterPoint, 20200116, 173, 10016
181555, 166995, MonsterPoint, 20200113, 174, 10016
197972, 152829, MonsterPoint, 20200115, 175, 10016
167026, 156397, MonsterPoint, 20200114, 176, 10016
188732, 134149, MonsterPoint, 20200111, 177, 10016
124437, 146489, MonsterPoint, 20200111, 178, 10016
153020, 178370, MonsterPoint, 20200115, 179, 10016
153436, 186477, MonsterPoint, 20200116, 180, 10016
162085, 145108, MonsterPoint, 20200112, 181, 10016
137860, 143015, MonsterPoint, 20200111, 182, 10016
142378, 161247, MonsterPoint, 20200110, 183, 10016
146466, 147598, MonsterPoint, 20200114, 184, 10016
123867, 194626, MonsterPoint, 20200119, 185, 10016
131578, 236115, MonsterPoint, 20200115, 186, 10016
121826, 248322, MonsterPoint, 20200115, 187, 10016
139264, 260192, MonsterPoint, 20200115, 188, 10016
131583, 245335, MonsterPoint, 20200114, 189, 10016
148970, 218581, MonsterPoint, 20200113, 190, 10016
117125, 220605, MonsterPoint, 20200115, 191, 10016
117467, 217497, MonsterPoint, 20200116, 192, 10016
147073, 263847, MonsterPoint, 20200114, 193, 10016
133028, 268687, MonsterPoint, 20200116, 194, 10016
80502, 148610, MonsterPoint, 20200117, 195, 10016
83094, 141973, MonsterPoint, 20200117, 196, 10016
78867, 136412, MonsterPoint, 20200118, 197, 10016
67364, 143053, MonsterPoint, 20200118, 198, 10016
98258, 148430, MonsterPoint, 20200116, 199, 10016
106402, 142509, MonsterPoint, 20200113, 200, 10016
87698, 148841, MonsterPoint, 20200114, 201, 10016
91260, 121073, MonsterPoint, 20200115, 202, 10016
104820, 97689, MonsterPoint, 20200113, 204, 10016
102914, 92129, MonsterPoint, 20200117, 205, 10016
99528, 91866, MonsterPoint, 20200118, 206, 10016
101992, 90064, MonsterPoint, 20200111, 207, 10016
108495, 106092, MonsterPoint, 20200110, 208, 10016
111344, 104655, MonsterPoint, 20200114, 209, 10016
114960, 112055, MonsterPoint, 20200115, 210, 10016
74643, 94795, MonsterPoint, 20200114, 211, 10016
74053, 102797, MonsterPoint, 20200114, 212, 10016
73434, 105648, MonsterPoint, 20200116, 213, 10016
75572, 95920, MonsterPoint, 20200116, 214, 10016
77396, 91555, MonsterPoint, 20200116, 215, 10016
85971, 91203, MonsterPoint, 20200116, 216, 10016
103803, 110424, MonsterPoint, 20200115, 217, 10016
110589, 70999, MonsterPoint, 20200115, 218, 10016
100688, 70945, MonsterPoint, 20200116, 219, 10016
120231, 82527, MonsterPoint, 20200116, 220, 10016
102045, 55494, MonsterPoint, 20200119, 221, 10016
89692, 54708, MonsterPoint, 20200119, 222, 10016
82848, 60462, MonsterPoint, 20200119, 223, 10016
61629, 46517, MonsterPoint, 20200119, 224, 10016
44923, 66395, MonsterPoint, 20200114, 225, 10016
40687, 64253, MonsterPoint, 20200114, 226, 10016
40510, 81199, MonsterPoint, 20200114, 227, 10016
20519, 86399, MonsterPoint, 20200111, 228, 10016
14122, 83219, MonsterPoint, 20200111, 229, 10016
20967, 72384, MonsterPoint, 20200111, 230, 10016
20781, 61626, MonsterPoint, 20200111, 231, 10016
133203, 157523, MonsterPoint, 20200114, 232, 10016
141870, 161754, MonsterPoint, 20200114, 233, 10016
167148, 181977, MonsterPoint, 20200113, 234, 10016
185815, 211749, MonsterPoint, 20200113, 235, 10016
176449, 221204, MonsterPoint, 20200113, 236, 10016
154771, 220259, MonsterPoint, 20200113, 237, 10016
165162, 246188, MonsterPoint, 20200113, 238, 10016
177018, 241576, MonsterPoint, 20200118, 239, 10016
209901, 244470, MonsterPoint, 20200115, 243, 10016
221772, 244311, MonsterPoint, 20200116, 244, 10016
226655, 242792, MonsterPoint, 20200117, 245, 10016
231914, 255663, MonsterPoint, 20200118, 246, 10016
227688, 264323, MonsterPoint, 20200119, 247, 10016
249477, 224149, MonsterPoint, 20200113, 249, 10016
248006, 232259, MonsterPoint, 20200117, 250, 10016
237712, 237209, MonsterPoint, 20200118, 251, 10016
251074, 242474, MonsterPoint, 20200115, 252, 10016
251228, 252683, MonsterPoint, 20200113, 253, 10016
293415, 212278, MonsterPoint, 20200118, 254, 10016
300441, 173089, MonsterPoint, 20200116, 255, 10016
311339, 165972, MonsterPoint, 20200116, 256, 10016
305998, 163678, MonsterPoint, 20200111, 257, 10016
300087, 175898, MonsterPoint, 20200111, 258, 10016
307825, 161894, MonsterPoint, 20200111, 259, 10016
332516, 152318, MonsterPoint, 20200110, 260, 10016
337491, 137148, MonsterPoint, 20200113, 261, 10016
352305, 124984, MonsterPoint, 20200113, 262, 10016
369576, 123484, MonsterPoint, 20200113, 263, 10016
378274, 126876, MonsterPoint, 20200113, 264, 10016
370620, 110569, MonsterPoint, 20200113, 265, 10016
360041, 113387, MonsterPoint, 20200113, 266, 10016
359925, 119730, MonsterPoint, 20200113, 267, 10016
378792, 129367, MonsterPoint, 20200113, 268, 10016
384164, 118632, MonsterPoint, 20200113, 269, 10016
383525, 106984, MonsterPoint, 20200113, 270, 10016
377992, 97872, MonsterPoint, 20200113, 271, 10016
381138, 134530, MonsterPoint, 20200113, 272, 10016
377392, 146098, MonsterPoint, 20200113, 273, 10016
372570, 154381, MonsterPoint, 20200113, 274, 10016
362183, 139748, MonsterPoint, 20200110, 275, 10016
354820, 138034, MonsterPoint, 20200110, 276, 10016
349600, 142126, MonsterPoint, 20200110, 277, 10016
352725, 151500, MonsterPoint, 20200110, 280, 10016
351904, 137867, MonsterPoint, 20200112, 281, 10016
350071, 144158, MonsterPoint, 20200112, 283, 10016
278645, 72063, MonsterPoint, 20200113, 284, 10016
285530, 71971, MonsterPoint, 20200113, 285, 10016
284315, 88043, MonsterPoint, 20200119, 286, 10016
268739, 98287, MonsterPoint, 20200119, 287, 10016
270154, 76924, MonsterPoint, 20200119, 288, 10016
270696, 56330, MonsterPoint, 20200119, 289, 10016
266504, 60158, MonsterPoint, 20200119, 290, 10016
290088, 106697, MonsterPoint, 20200119, 291, 10016
303139, 99312, MonsterPoint, 20200119, 292, 10016
307530, 86055, MonsterPoint, 20200119, 293, 10016
308226, 102759, MonsterPoint, 20200119, 294, 10016
303605, 108219, MonsterPoint, 20200119, 295, 10016
261386, 102199, MonsterPoint, 20200119, 296, 10016
260008, 113223, MonsterPoint, 20200119, 297, 10016
281673, 115289, MonsterPoint, 20200119, 298, 10016
263222, 132391, MonsterPoint, 20200119, 299, 10016
277675, 132548, MonsterPoint, 20200119, 300, 10016
274995, 141519, MonsterPoint, 20200119, 301, 10016
258386, 159974, MonsterPoint, 20200119, 302, 10016
245522, 147261, MonsterPoint, 20200119, 303, 10016
265641, 167450, MonsterPoint, 20200119, 304, 10016
261528, 177964, MonsterPoint, 20200119, 305, 10016
268922, 191888, MonsterPoint, 20200114, 307, 10016
262886, 197710, MonsterPoint, 20200114, 308, 10016
272015, 197921, MonsterPoint, 20200112, 309, 10016
274912, 195867, MonsterPoint, 20200112, 310, 10016
270155, 197491, MonsterPoint, 20200112, 311, 10016
272216, 190270, MonsterPoint, 20200112, 312, 10016
231963, 187027, MonsterPoint, 20200112, 313, 10016
233687, 180327, MonsterPoint, 20200112, 314, 10016
236909, 176112, MonsterPoint, 20200112, 315, 10016
248299, 175193, MonsterPoint, 20200112, 316, 10016
86817, 138489, MonsterPoint, 20200115, 317, 10016
81102, 148952, MonsterPoint, 20200115, 318, 10016
36990, 134049, MonsterPoint, 20200113, 319, 10016
51091, 129937, MonsterPoint, 20200113, 320, 10016
26688, 142712, MonsterPoint, 20200117, 321, 10016
29458, 137979, MonsterPoint, 20200117, 322, 10016
27202, 133556, MonsterPoint, 20200117, 323, 10016
99537, 181313, MonsterPoint, 20200115, 324, 10016
106858, 175090, MonsterPoint, 20200115, 325, 10016
112448, 169358, MonsterPoint, 20200115, 326, 10016
81673, 175962, MonsterPoint, 20200115, 327, 10016
77280, 183749, MonsterPoint, 20200115, 328, 10016
88340, 184554, MonsterPoint, 20200115, 329, 10016
105143, 228435, MonsterPoint, 20200115, 330, 10016
118158, 233186, MonsterPoint, 20200115, 331, 10016
139597, 235253, MonsterPoint, 20200113, 332, 10016
157890, 259759, MonsterPoint, 20200113, 334, 10016
180185, 249073, MonsterPoint, 20200113, 335, 10016
314936, 267703, MonsterPoint, 20200110, 336, 10016
298750, 243732, MonsterPoint, 20200110, 337, 10016
303780, 249361, MonsterPoint, 20200116, 338, 10016
289150, 240572, MonsterPoint, 20200116, 339, 10016
310031, 266255, MonsterPoint, 20200116, 340, 10016
310379, 261365, MonsterPoint, 20200116, 341, 10016
291743, 213379, MonsterPoint, 20200112, 342, 10016
300127, 217516, MonsterPoint, 20200112, 343, 10016
301581, 219743, MonsterPoint, 20200112, 344, 10016
290425, 217826, MonsterPoint, 20200112, 345, 10016
292701, 202808, MonsterPoint, 20200113, 346, 10016
321001, 184131, MonsterPoint, 20200119, 347, 10016
327138, 184976, MonsterPoint, 20200119, 348, 10016
326078, 191624, MonsterPoint, 20200119, 349, 10016
330623, 178083, MonsterPoint, 20200119, 350, 10016
325053, 174561, MonsterPoint, 20200119, 351, 10016
335808, 167470, MonsterPoint, 20200119, 352, 10016
343120, 165990, MonsterPoint, 20200119, 353, 10016
288527, 88781, MonsterPoint, 20200114, 356, 10016
293731, 76389, MonsterPoint, 20200114, 357, 10016
300075, 68050, MonsterPoint, 20200114, 358, 10016
306480, 65194, MonsterPoint, 20200114, 359, 10016
294361, 64306, MonsterPoint, 20200114, 360, 10016
230335, 164103, MonsterPoint, 20200100, 29, 10016
207205, 213991, MonsterPoint, 20200103, 361, 10016
192174, 207367, MonsterPoint, 20200103, 362, 10016
192019, 207420, MonsterPoint, 20200103, 363, 10016
173389, 214577, MonsterPoint, 20200103, 364, 10016
134544, 216289, MonsterPoint, 20200104, 365, 10016
129147, 204087, MonsterPoint, 20200104, 366, 10016
147917, 202055, MonsterPoint, 20200104, 367, 10016
166844, 154779, MonsterPoint, 20200104, 368, 10016
161496, 135663, MonsterPoint, 20200103, 369, 10016
146484, 169177, MonsterPoint, 20200103, 370, 10016
147646, 167654, MonsterPoint, 20200104, 371, 10016
164033, 141145, MonsterPoint, 20200104, 372, 10016
171999, 164755, MonsterPoint, 20200103, 373, 10016
168332, 174288, MonsterPoint, 20200103, 374, 10016
163885, 225415, MonsterPoint, 20200104, 375, 10016
174807, 205875, MonsterPoint, 20200104, 376, 10016
139869, 112346, MonsterPoint, 20200104, 377, 10016
151493, 117497, MonsterPoint, 20200103, 378, 10016
165203, 99918, MonsterPoint, 20200100, 379, 10016
178102, 98708, MonsterPoint, 20200100, 380, 10016
193503, 98657, MonsterPoint, 20200103, 382, 10016
204976, 96864, MonsterPoint, 20200103, 383, 10016
215948, 89049, MonsterPoint, 20200104, 384, 10016
241137, 110031, MonsterPoint, 20200104, 385, 10016
241244, 95911, MonsterPoint, 20200103, 386, 10016
241424, 95911, MonsterPoint, 20200103, 387, 10016
314452, 94424, MonsterPoint, 20200103, 388, 10016
294267, 166644, MonsterPoint, 20200103, 389, 10016
294130, 166413, MonsterPoint, 20200103, 390, 10016
253591, 174095, MonsterPoint, 20200104, 391, 10016
247870, 195139, MonsterPoint, 20200104, 392, 10016
230331, 163839, MonsterPoint, 20200103, 393, 10016
250376, 138179, MonsterPoint, 20200103, 394, 10016
236219, 147548, MonsterPoint, 20200103, 395, 10016
199098, 191167, MonsterPoint, 20200104, 396, 10016
168484, 234331, MonsterPoint, 20200103, 398, 10016
157040, 239419, MonsterPoint, 20200104, 399, 10016
246602, 238620, MonsterPoint, 20200104, 400, 10016
245779, 249746, MonsterPoint, 20200104, 401, 10016
80558, 136156, MonsterPoint, 20200104, 402, 10016
80670, 136158, MonsterPoint, 20200104, 403, 10016
131868, 107726, MonsterPoint, 20200104, 404, 10016
114902, 53477, MonsterPoint, 20200103, 405, 10016
282577, 277572, MonsterPoint, 20200103, 406, 10016
282452, 277534, MonsterPoint, 20200103, 407, 10016
317588, 178776, MonsterPoint, 20200103, 408, 10016
344344, 156886, MonsterPoint, 20200103, 409, 10016
348010, 145605, MonsterPoint, 20200104, 410, 10016
345431, 128276, MonsterPoint, 20200103, 411, 10016
345378, 128416, MonsterPoint, 20200103, 412, 10016
338433, 111446, MonsterPoint, 20200103, 413, 10016
297684, 184438, MonsterPoint, 20200104, 414, 10016
274016, 192314, MonsterPoint, 20200103, 415, 10016
274198, 192283, MonsterPoint, 20200103, 416, 10016
292780, 148903, MonsterPoint, 20200103, 417, 10016
281978, 68226, MonsterPoint, 20200104, 418, 10016
121524, 134252, MonsterPoint, 20200104, 419, 10016
78048, 170350, MonsterPoint, 20200104, 420, 10016
143529, 87423, MonsterPoint, 20200104, 421, 10016
314625, 94465, MonsterPoint, 20200104, 422, 10016
331038, 126111, MonsterPoint, 20200104, 423, 10016
285060, 187068, MonsterPoint, 20200104, 424, 10016
309443, 151453, MonsterPoint, 20200104, 425, 10016
234108, 160844, MonsterPoint, 20200104, 426, 10016
216110, 228278, MonsterPoint, 20200104, 427, 10016
245549, 218157, MonsterPoint, 20200104, 428, 10016
219961, 219856, MonsterPoint, 20200104, 429, 10016
185357, 183073, MonsterPoint, 20200104, 430, 10016
139245, 196535, MonsterPoint, 20200104, 431, 10016
182298, 202962, MonsterPoint, 20200104, 433, 10016
195362, 167279, MonsterPoint, 20200104, 434, 10016
272132, 139158, MonsterPoint, 20200104, 435, 10016
313034, 174573, MonsterPoint, 20200104, 436, 10016
244214, 226587, MonsterPoint, 20200104, 437, 10016
233242, 203424, MonsterPoint, 20200104, 438, 10016
270417, 224913, MonsterPoint, 20200104, 439, 10016
283196, 152738, MonsterPoint, 20200104, 440, 10016
283719, 166814, MonsterPoint, 20200104, 441, 10016
119708, 168836, MonsterPoint, 20200104, 442, 10016
131504, 189935, MonsterPoint, 20200104, 443, 10016
299301, 171428, MonsterPoint, 20200100, 444, 10016
301483, 172505, MonsterPoint, 20200100, 445, 10016
143176, 155323, EntityPoint, 20400000, 40098, 10016
139223, 153987, EntityPoint, 20400000, 40101, 10016
139831, 160677, EntityPoint, 20400000, 40102, 10016
133626, 158954, EntityPoint, 20400000, 40103, 10016
141433, 164872, EntityPoint, 20400003, 40105, 10016
140070, 160834, EntityPoint, 20400003, 40106, 10016
139382, 155417, EntityPoint, 20400003, 40107, 10016
145069, 158525, EntityPoint, 20400003, 40108, 10016
141477, 164590, EntityPoint, 20400001, 40116, 10016
135971, 138389, EntityPoint, 20400001, 40118, 10016
143717, 157198, EntityPoint, 20400001, 40119, 10016
133784, 157397, EntityPoint, 20400001, 40121, 10016
139636, 160656, EntityPoint, 20400001, 40122, 10016
143025, 155127, EntityPoint, 20400001, 40123, 10016
134678, 159694, EntityPoint, 20400004, 40125, 10016
139484, 160487, EntityPoint, 20400004, 40126, 10016
145211, 158639, EntityPoint, 20400004, 40127, 10016
136071, 138298, EntityPoint, 20400005, 40133, 10016
