
5005, 1, 0, 1, 0, 39
12, 44, 0, 1, 0, 力道+60, 你选择了提升武学修为。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 4, 0, 60, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 力道+60, , 
12, 45, 0, 1, 1, 根骨+60, 你选择了提升武学修为。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 4, 1, 60, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 根骨+60, , 
12, 46, 0, 1, 2, 气劲+60, 你选择了提升武学修为。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 4, 2, 60, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 气劲+60, , 
12, 49, 0, 1, 3, 身法+60, 你选择了提升武学修为。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 4, 3, 60, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 身法+60, , 
12, 50, 0, 1, 4, 洞察+60, 你选择了提升武学修为。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 4, 4, 60, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 洞察+60, , 
12, 43, 1, 0, 0, 奖励武学修为（随机五维+60）, , , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 44$$ 45$$ 46$$ 49$$ 50, 
12, 47, 0, 0, 1, 奖励武学精要, 你选择了武学精要。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 1, 500201, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 武学精要·紫*5, , 
12, 48, 0, 0, 2, 奖励岁寒之书, 你选择了岁寒之书。, , , , 5, 5, 3, 500501, 0, 0, 0, 5, 1, 500202, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 岁寒之书, , 
12, 42, 0, 0, 0, 查看名次, 只见才情榜上写道：\n“少侠才艺出众，力拔头筹，勇夺第一。”, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 43$$ 47$$ 48, 
12, 41, 0, 1, 0, 翩翩起舞, 你顺利进入决赛。未料到决赛要蒙眼起舞。你闭目凝神，仿佛触及周围空气流动，肢体灵动，即兴地跳出了一阙向往天空之舞。, , if GetChildPower(2)+GetChildPower(3)>=1800 then return true else return false end, , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 42, 
