
7006, 1, 0, 1, 0, 9
12, 5, 0, 0, 0, “有何不敢？”, 你与少年前往酒肆，叫了些小菜，分饮美酒。没料到他比你先醉了。你不知他是真醉还是佯醉，犹豫许久，起身给他披上外衣，又付了菜钱之后离去。身后似有视线灼灼目送，你却终于没有回头。, , , , 5, 5, 3, 700601, 0, 0, 0, 5, 5, 4, 80, 0, 0, 262149, 196608, 5242880, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 专注+80 身法+80, , 
12, 4, 0, 0, 0, “桃子过季了……怪我咯？”, “不怪你。”少年脾气极好地说，“我最近得了一坛好青梅酒。敢跟我一起喝么？”, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 5, 
12, 3, 0, 0, 0, “什么东西？”, “上次同游桃林，本想带些那林子里的桃子给你吃。没料到你迟迟不来。如今桃子过季了。“那少年兴致勃勃地说着。, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 4, 
12, 2, 0, 0, 0, 假装没看到他，直接离开, “别走啊。”那少年跟了上来，“我有东西给你。”, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 3, 
12, 9, 0, 0, 0, 你假作不知，自斟自饮起来。, 吃完喝完，你去结账之时，却被告知已经有人替你付过钱了。\n掌柜说，“付钱的人要老朽转告小姐，说以后当心点别什么都吃，不然被毒死了也不知道。”你哈哈一笑，心中有种预感：我们会再见面的。, , , , 5, 5, 3, 700602, 0, 0, 0, 5, 4, 0, 50, 0, 0, 262149, 65536, 3276800, 0, 0, 327680, 5, 1, 30, 0, 0, 5, 0, 0, 0, 0, 0, 力道+50 根骨+50 风雅+30, , 
12, 8, 0, 0, 0, 打开酒坛, 梅子清香扑鼻，你仔细嗅了嗅，确定无毒。你明确地感觉到，身后有人正在窥伺，多半是那个少年。, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 9, 
12, 7, 0, 0, 0, 既然如此，转头就走, 你行到一个酒肆，甚觉劳累，步入其中叫了些小菜。没料到掌柜的过来，说有人留了一坛青梅酒予你。, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 8, 
12, 6, 0, 0, 1, 上前打招呼, 那少年傲娇地冷哼一声，“我们认识么？”, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 7, 
12, 1, 0, 0, 0, 且嗅青梅, 你搭船前往中原，一下船竟见到有人在等你。原来竟是之前所遇到过的，那个藏在暗影中与你同游桃林的少年。, ../Imagesets/UI/SM_youli/xiayulu_tips/7000.png, , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 2$$ 6, 

