
7004, 1, 0, 1, 0, 21
12, 7, 0, 0, 0, 痛快付钱, “很好。你先回去吧。若是有了消息，我会去信侠客岛的。”少女收下钱财，笑眯眯地说。你将信将疑，不知道自己这一趟，走得究竟有没有意义。, , , , 5, 5, 3, 700401, 0, 0, 0, 5, 7, 700401, 0, 0, 0, 327685, 65536, 1966080, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 风雅+30, , 
12, 9, 0, 0, 1, 思考再三，礼貌拒绝, “没关系，什么时候想好了的话，随时来找我吧。”那少女笑着递来一张名帖，“我叫顾卿卿。记得哦。”, , , , 5, 5, 3, 700402, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , , 
12, 4, 0, 0, 0, 描述沾毒飞镖形态, “你所形容的飞镖我从未见过。但我可以为你绘制下来，悬赏询问消息。”少女道，“只是，价钱不便宜哦。”, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 7$$ 9, 
12, 11, 0, 0, 0, “他投掷暗器的手法，很似唐门。”, “若真是唐门中人，暗器手法如此出众的话，恐怕都姓唐哦。”那个少女十分谙熟，“你是看错了吧，小妹妹。”, , , , 5, 5, 3, 700403, 0, 0, 0, 5, 4, 4, 20, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 洞察+20, , 
12, 12, 0, 0, 1, “他身法轻灵，有如五毒弟子一般。”, “五毒地处偏远，民风独特。那里可不会有什么姓李的少年。”那个少女摇摇头道，“恐怕你的判断失误了哦。”, , , , 5, 5, 3, 700404, 0, 0, 0, 5, 4, 3, 20, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 身法+20, , 
12, 10, 0, 0, 1, 询问李姓少年情况, “这江湖中姓李的人没有一千也有八百。前朝李唐，李氏更是国姓。除此之外还有什么特征呢？”少女认真地分析和询问起来。, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 11$$ 12, 
12, 3, 0, 0, 0, 使用<gender=1$$师兄><gender=0$$师姐>名帖，前往拜访, 一名少女娇俏笑道，“原来是那位少侠的小师妹啊。你想知道些什么呢？”, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 4$$ 10, 
12, 15, 0, 0, 0, 你被那气势所震慑，一时忘了要说什么, 今次东越之行，竟是无功而返。你心中怏怏不乐，但却记住了这位以星辰为名的前辈高人。, , , , 5, 5, 3, 700405, 0, 0, 0, 5, 5, 0, 10, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 韬略+10, , 
12, 14, 0, 0, 0, “轩辕十四……是一颗星辰的名字？, 对方乃是一位清秀英俊的前辈，他微微笑着点头回应，但眼神中却是拒人千里之外的冷漠。, , , , 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, , 15, 
12, 18, 0, 0, 0, 你一时语塞，想解释却又不知如何开口, 今次东越之行，竟是无功而返。你也意识到行走江湖，随意客套这种事，可能并没有什么用处。, , , , 5, 5, 3, 700406, 0, 0, 0, 5, 5, 4, 10, 0, 0, 5, 0, 0, 0, 0, 327680, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 专注+10, , 
