
1, 1, 1001, 1001, , 400, 1, 0, 1, 0, 
2, 1, 1002, 1002, if GetChildPower(0)>150 then return true else return false end, 400, 1, 0, 1, 0, 
3, 1, 1003, 1003, , 400, 1, 0, 1, 0, 
4, 1, 1004, 1004, , 400, 1, 0, 1, 0, 
5, 1, 1005, 1005, , 400, 1, 0, 1, 0, 
6, 1, 1006, 1006, if GetChildPower(1)>300 then return true else return false end, 400, 1, 0, 1, 0, 
7, 1, 1007, 1007, if GetChildPower(2)>150 then return true else return false end, 400, 1, 0, 1, 0, 
8, 1, 1008, 1008, , 400, 1, 0, 1, 0, 
9, 1, 1009, 1009, , 400, 1, 0, 1, 0, 
10, 1, 1010, 1010, , 400, 1, 0, 1, 0, 
11, 1, 1011, 1011, , 400, 1, 0, 1, 0, 
12, 1, 1012, 1012, , 400, 1, 0, 1, 0, 
13, 1, 1013, 1013, , 400, 1, 0, 1, 0, 
14, 1, 1014, 1014, if GetChildPower(3)>300 then return true else return false end, 400, 1, 0, 1, 0, 
15, 1, 1015, 1015, if GetChildPower(4)>300 then return true else return false end, 400, 1, 0, 1, 0, 
16, 1, 1016, 1016, if GetChildPower(0)>300 then return true else return false end, 400, 1, 0, 1, 0, 
17, 1, 1017, 1017, if GetChildPower(1)>300 then return true else return false end, 400, 1, 0, 1, 0, 
18, 1, 1018, 1018, , 400, 1, 0, 1, 0, 
19, 1, 1019, 1019, if GetChildPower(2)>150 then return true else return false end, 400, 1, 0, 1, 0, 
20, 1, 1020, 1020, if GetChildPower(3)>300 then return true else return false end, 400, 1, 0, 1, 0, 
21, 1, 1021, 1021, , 400, 1, 0, 1, 0, 
22, 1, 1022, 1022, if GetChildPower(4)>150 then return true else return false end, 400, 1, 0, 1, 0, 
23, 1, 1023, 1023, if GetChildPower(0)>150 then return true else return false end, 400, 1, 0, 1, 0, 
24, 1, 1024, 1024, if GetChildPower(1)>150 then return true else return false end, 400, 1, 0, 1, 0, 
25, 1, 1025, 1025, if GetChildAttr(0)>300 then return true else return false end, 400, 1, 0, 1, 0, 
26, 1, 1026, 1026, if GetChildAttr(1)>300 then return true else return false end, 400, 1, 0, 1, 0, 
27, 1, 1027, 1027, if GetChildAttr(2)>300 then return true else return false end, 400, 1, 0, 1, 0, 
28, 1, 1028, 1028, if GetChildAttr(3)>300 then return true else return false end, 400, 1, 0, 1, 0, 
29, 1, 1029, 1029, if GetChildAttr(4)>300 then return true else return false end, 400, 1, 0, 1, 0, 
30, 1, 1030, 1030, if GetChildAttr(0)>300 then return true else return false end, 400, 1, 0, 1, 0, 
31, 1, 1031, 1031, , 100, 0, 0, 1, 15, 
32, 1, 1032, 1032, if ChildCheckCompleteNode(1031$$103109)==true then return true else return false end, 400, 1, 0, 1, 0, 
33, 1, 1033, 1033, if ChildCheckCompleteNode(1031$$103110)==true then return true else return false end, 400, 1, 0, 1, 0, 
34, 1, 1034, 1034, if ChildCheckCompleteNode(1031$$103111)==true then return true else return false end, 400, 1, 0, 1, 0, 
35, 1, 1035, 1035, if ChildCheckCompleteNode(1031$$103112)==true then return true else return false end, 400, 1, 0, 1, 0, 
36, 1, 1901, 1901, , 40, 0, 0, 1, 0, 
37, 1, 1902, 1902, , 40, 0, 0, 1, 0, 
38, 1, 5001, 5001, , 100, 0, 0, 1, 15, 
39, 1, 6003, 6003, if ChildGetGrouthDay()>=1 then return true else return false end, 1000000, 1, 1, 1, 0, 
40, 1, 7001, 7001, , 100, 0, 0, 1, 30, 
41, 1, 7002, 7002, , 100, 0, 0, 1, 30, 
42, 1, 7003, 7003, , 100, 0, 0, 1, 15, 
43, 1, 7004, 7004, if ChildCheckCompleteNode(7003$$700317)==true then return true else return false end, 100, 0, 0, 1, 15, 
44, 1, 7005, 7005, if ChildCheckCompleteNode(7004$$700401)==true then return true else return false end, 100, 1, 0, 1, 0, 
45, 1, 7006, 7006, if ChildCheckCompleteNode(7003$$700316)==true then return true else return false end, 100, 1, 0, 1, 0, 
46, 1, 8001, 8001, if ChildGetGrouthDay()>=0 then return true else return false end, 100, 1, 1, 1, 0, 
47, 1, 8002, 8002, if ChildCheckChangeFashion()==true then return true else return false end, 100, 1, 1, 2, 0, 
48, 1, 8003, 8003, if GetChildPower(0)>=50 then return true else return false end, 400, 0, 0, 1, 80, 
49, 1, 8006, 8006, if GetChildPower(1)>=50 then return true else return false end, 400, 0, 0, 1, 80, 
50, 1, 8008, 8008, if GetChildPower(0)>=50 and GetChildPower(1)>=50 and GetChildPower(2)>=50 and GetChildPower(3)>=50 and GetChildPower(4)>=50 then return true else return false end, 400, 0, 0, 1, 80, 
51, 1, 8010, 8010, if GetChildPower(4)>=300 and ChildCheckCompleteTree(8004)==true then return true else return false end, 400, 0, 0, 1, 90, 
52, 1, 8013, 8013, if GetChildPower(3)>=300 and ChildCheckCompleteTree(8007)==true then return true else return false end, 400, 0, 0, 1, 90, 
53, 1, 8015, 8015, if GetChildAttr(4)>1000 then return true else return false end, 400, 1, 0, 1, 0, 
54, 1, 8019, 8019, if GetChildPower(0)>=600 then return true else return false end, 400, 0, 0, 1, 90, 
55, 1, 8020, 8020, if GetChildPower(4)>=600 then return true else return false end, 400, 0, 0, 1, 90, 
56, 1, 8021, 8021, if GetChildPower(2)>=600 then return true else return false end, 400, 0, 0, 1, 90, 
57, 1, 8022, 8022, if GetChildPower(1)>=600 then return true else return false end, 400, 0, 0, 1, 90, 
58, 1, 8023, 8023, if GetChildPower(3)>=600 then return true else return false end, 400, 0, 0, 1, 90, 
59, 1, 8024, 8024, if ChildCheckCompleteNode(8019$$801902)==true then return true else return false end, 400, 1, 0, 1, 0, 
60, 1, 8025, 8025, if ChildCheckCompleteNode(8020$$802005)==true then return true else return false end, 400, 0, 0, 1, 40, 
61, 1, 6001, 6001, if GetChildAttr(0)+GetChildAttr(1)+GetChildAttr(2)+GetChildAttr(3)+GetChildAttr(4)>=4000 then return true else return false end, 45, 0, 0, 1, 0, 
62, 1, 6002, 6002, if GetChildAttr(0)+GetChildAttr(1)+GetChildAttr(2)+GetChildAttr(3)+GetChildAttr(4)>=9000 then return true else return false end, 5, 0, 0, 1, 0, 
63, 1, 6005, 6005, if GetChildAttr(0)+GetChildAttr(1)+GetChildAttr(2)+GetChildAttr(3)+GetChildAttr(4)>=10500 then return true else return false end, 1, 0, 0, 1, 0, 
64, 2, 2001, 2001, , 400, 1, 0, 1, 0, 
65, 2, 2002, 2002, , 400, 1, 0, 1, 0, 
66, 2, 2003, 2003, if GetChildPower(0)>150 then return true else return false end, 400, 1, 0, 1, 0, 
67, 2, 2004, 2004, , 400, 1, 0, 1, 0, 
