
23336, 钧天广乐, 登陆礼.柒-需累计登陆7天, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_zaixainhuodong.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值40点</Font>, 0, 23336, 1, 0, 钧天广乐冠, 23337, 1, 0, 钧天广乐袍, 23338, 1, 0, 钧天广乐腕, 88875, 0, 0, 钧天广乐履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 1, , 0, , 0, 
23573, 盛世烟华, 第1轮累计签到30天发放, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_zaixainhuodong.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值50点</Font>, 0, 23573, 1, 0, 盛世烟华冠, 23574, 1, 0, 盛世烟华袍, 23575, 1, 0, 盛世烟华腕, 89112, 0, 0, 盛世烟华履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 1, , 0, , 0, 
23581, 雏燕明辉, 第2轮累计签到30天发放, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_zaixainhuodong.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值60点</Font>, 0, 23581, 1, 0, 雏燕明辉冠, 23582, 1, 0, 雏燕明辉袍, 23583, 1, 0, 雏燕明辉腕, 89120, 0, 0, 雏燕明辉履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 1, , 0, , 0, 
23577, 曾慕多情, 第3轮累计签到30天发放, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_zaixainhuodong.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值70点</Font>, 0, 23577, 1, 0, 曾慕多情冠, 23578, 1, 0, 曾慕多情袍, 23579, 1, 0, 曾慕多情腕, 89116, 0, 0, 曾慕多情履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 1, , 0, , 0, 
23003, 云海蹑踪, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23003, 1, 0, 云海蹑踪冠, 23004, 1, 0, 云海蹑踪袍, 23005, 1, 0, 云海蹑踪腕, 88542, 0, 0, 云海蹑踪履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 0 then return true else return false end, 0, , 0, 
23007, 苍蓝流苏, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23007, 1, 0, 苍蓝流苏冠, 23008, 1, 0, 苍蓝流苏袍, 23009, 1, 0, 苍蓝流苏腕, 88546, 0, 0, 苍蓝流苏履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 5 then return true else return false end, 0, , 0, 
23011, 纫秋为佩, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23011, 1, 0, 纫秋为佩冠, 23012, 1, 0, 纫秋为佩袍, 23013, 1, 0, 纫秋为佩腕, 88550, 0, 0, 纫秋为佩履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 7 then return true else return false end, 0, , 0, 
23015, 竹影飞花, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23015, 1, 0, 竹影飞花冠, 23016, 1, 0, 竹影飞花袍, 23017, 1, 0, 竹影飞花腕, 88554, 0, 0, 竹影飞花履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 4 then return true else return false end, 0, , 0, 
23019, 秦川逐雪, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23019, 1, 0, 秦川逐雪冠, 23020, 1, 0, 秦川逐雪袍, 23021, 1, 0, 秦川逐雪腕, 88558, 0, 0, 秦川逐雪履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 1 then return true else return false end, 0, , 0, 
23023, 燕云飞沙, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23023, 1, 0, 燕云飞沙冠, 23024, 1, 0, 燕云飞沙袍, 23025, 1, 0, 燕云飞沙腕, 88562, 0, 0, 燕云飞沙履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 2 then return true else return false end, 0, , 0, 
23027, 初识天意, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23027, 1, 0, 初识天意冠, 23028, 1, 0, 初识天意袍, 23029, 1, 0, 初识天意腕, 88566, 0, 0, 初识天意履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 8 then return true else return false end, 0, , 0, 
23031, 醉饮湖湘, 新手装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值25点</Font>, 0, 23031, 1, 0, 醉饮湖湘冠, 23032, 1, 0, 醉饮湖湘袍, 23033, 1, 0, 醉饮湖湘腕, 88570, 0, 0, 醉饮湖湘履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 3 then return true else return false end, 0, , 0, 
23035, 莫忘初心, 九华任务装，主城服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值30点</Font>, 0, 23035, 1, 0, 莫忘初心冠, 23036, 1, 0, 莫忘初心袍, 23037, 1, 0, 莫忘初心腕, 88574, 0, 0, 莫忘初心履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, , 0, , 0, 
23048, 玄虚清镜, 门派任务装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值35点</Font>, 0, 23048, 1, 0, 玄虚清镜冠, 23049, 1, 0, 玄虚清镜袍, 23050, 1, 0, 玄虚清镜腕, 88587, 0, 0, 玄虚清镜履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 0 then return true else return false end, 0, , 0, 
23052, 挂月松石, 门派任务装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值35点</Font>, 0, 23052, 1, 0, 挂月松石冠, 23053, 1, 0, 挂月松石袍, 23054, 1, 0, 挂月松石腕, 88591, 0, 0, 挂月松石履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 5 then return true else return false end, 0, , 0, 
23056, 沐风为裳, 门派任务装，门派服装店, 0, 10, 外装, 33, 衣柜, 0, Icons/Achieve/ach_chengzhangrenwu.png, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, <Font color='#FFEA00'>魅力值35点</Font>, 0, 23056, 1, 0, 沐风为裳冠, 23057, 1, 0, 沐风为裳袍, 23058, 1, 0, 沐风为裳腕, 88595, 0, 0, 沐风为裳履, 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 0, 0, 0, , 2, if GetActorCareer() == 7 then return true else return false end, 0, , 0, 
