entityId, entityName
1, 箱子, 1, 0, 0, Data.archetype.Root.Actor.RW_HZ_object_001_01, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451713, 0, 0, , 采集中, 3000, 0, 10, 0, 200, 30, , , , , 0, , , , , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0,
2, 炸弹2, 0, 0, 41, , 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451713, 0, 0, , 采集中, 5, 0, 10, 0, 200, 30, , , , , 0, , , , , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
1000, 大门, 1, 0, 0, Data.archetype.Root.Actor.HZ_object_038, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451457, 0, 0, , 采集中, 10000, 0, 10, 0, 200, 30, , , , , 0, , , RespawnEntityOnReplace(1001), , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
1001, 大门2, 1, 0, 0, Data.archetype.Root.Actor.HZ_object_038a, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451457, 0, 0, , 采集中, 10000, 0, 10, 0, 200, 30, , , , , 0, , , RespawnEntityOnReplace(1000), , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
2000, 箱子, 1, 0, 0, Data.archetype.Root.Actor.RW_HZ_object_001_01, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451457, 0, 0, , 采集中, 2000, 0, 10, 0, 200, 30, , , , , 0, , , , , , , 2001, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
2001, 箱子2, 1, 0, 0, Data.archetype.Root.Actor.RW_HZ_object_001_02, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451713, 0, 0, , 采集中, 2000, 0, 10, 0, 200, 30, , , , , 0, , , , , , , 2000, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
20101001, 金角青菱, 1, 0, 40, , 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451713, 0, 0, , 采集中, 2000, 0, 10, 0, 200, 30, , , , , 0, , , , , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
10106024, 金鼓, 1, 1, 0, Data.archetype.Root.Actor.RW_YY_object_004, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 3, 230451713, 0, 0, , 击碎金鼓, 2000, 1, 30000, 0, 200, 60, , , , , 0, , , , , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
10106026, 金鼓, 1, 1, 0, Data.archetype.Root.Actor.RW_YY_object_004, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 3, 230451713, 0, 0, , 击碎金鼓, 2000, 1, 30000, 0, 200, 60, , , , , 0, , , , , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
20306001, 被俘的人质, 1, 0, 0, Data.archetype.Root.Actor.RW_TY_object_131b, 0, props_017, 0.20000000298023224, 0, 0, 1, 1, 1, 230451713, 0, 0, , 救援中, 2000, 0, 10, 0, 200, 30, , , , , 0, , , , , , , 0, 0, 0, 0, , 0, , 1, 0, 0, , 0, 
