skillId, , skillLevel, baseLevelId, , , , , , , , , , , roleLevel, addition1, addition2, , , , , comboList, baseSkillId, , , , , , , , , , , , , , , , , , , , , , , , , distance, , , , , , cd, , , , , , , , , , , , des, background, name, icon, , , type, , consume, , typeDes, , , , , , , last
16101001, 0, 1, 16101001, 2896897, 47$$ 22$$ 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 16101101$$ 16101201$$ 16101301$$ 16101401$$ 16101501, 16101001, 0, 5.0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, EmbeddedObj, None, 0, 300, 0, 0, None, None, 2, 20000.0, 0, 0, 0.0, 1.0, None, None, None, None, 161011, 0, 1, 此招共有五式，连续施放可以打出连招。\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#C0E0AB'>无痕：处于<font color ='#FC6565'>无痕剑意</font>状态时施展，可移除无痕剑意造成额外100%伤害。</font>\n<font color ='#C0E0AB'>云体：可在低空使用。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按5次，可造成5次中量的单体伤害。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 太白山有五峰，连延百里，此招亦五剑连环，绵绵不绝。, 天峰五云剑, SKILLL_HS_DantiTaolu_Entrance_Lv1, 0, 0, 连招, , , , 太白剑诀, , , 9, 0, 0, , 
16101002, 0, 2, 16101001, 2896897, 47$$ 22$$ 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 16101102$$ 16101202$$ 16101302$$ 16101402$$ 16101502, 16101002, 0, 5.0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, EmbeddedObj, None, 0, 300, 0, 0, None, None, 2, 20000.0, 0, 0, 0.0, 1.0, None, None, None, None, 0, 0, 1, 此招共有五式，连续施放可以打出连招。\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#C0E0AB'>无痕：处于<font color ='#FC6565'>无痕剑意</font>状态时施展，可移除无痕剑意造成额外100%伤害。</font>\n<font color ='#C0E0AB'>云体：可在低空使用。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按5次，可造成5次中量的单体伤害。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 太白山有五峰，连延百里，此招亦五剑连环，绵绵不绝。, 天峰五云剑, SKILLL_HS_DantiTaolu_Entrance_Lv1, 0, 0, 连招, , , , 太白剑诀, , , 9, 0, 0, , 
16101003, 0, 3, 16101001, 2896897, 47$$ 22$$ 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 16101103$$ 16101203$$ 16101303$$ 16101403$$ 16101503, 16101003, 0, 5.0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, EmbeddedObj, None, 0, 300, 0, 0, None, None, 2, 20000.0, 0, 0, 0.0, 1.0, None, None, None, None, 0, 0, 1, 此招共有五式，连续施放可以打出连招。\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#C0E0AB'>无痕：处于<font color ='#FC6565'>无痕剑意</font>状态时施展，可移除无痕剑意造成额外100%伤害。</font>\n<font color ='#C0E0AB'>云体：可在低空使用。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按5次，可造成5次中量的单体伤害。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 太白山有五峰，连延百里，此招亦五剑连环，绵绵不绝。, 天峰五云剑, SKILLL_HS_DantiTaolu_Entrance_Lv1, 0, 0, 连招, , , , 太白剑诀, , , 9, 0, 0, , 
16101004, 0, 4, 16101001, 2896897, 47$$ 22$$ 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 16101104$$ 16101204$$ 16101304$$ 16101404$$ 16101504, 16101004, 0, 5.0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, EmbeddedObj, None, 0, 300, 0, 0, None, None, 2, 20000.0, 0, 0, 0.0, 1.0, None, None, None, None, 0, 0, 1, 此招共有五式，连续施放可以打出连招。\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#C0E0AB'>无痕：处于<font color ='#FC6565'>无痕剑意</font>状态时施展，可移除无痕剑意造成额外100%伤害。</font>\n<font color ='#C0E0AB'>云体：可在低空使用。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按5次，可造成5次中量的单体伤害。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 太白山有五峰，连延百里，此招亦五剑连环，绵绵不绝。, 天峰五云剑, SKILLL_HS_DantiTaolu_Entrance_Lv1, 0, 0, 连招, , , , 太白剑诀, , , 9, 0, 0, , 
16101005, 0, 5, 16101001, 2896897, 47$$ 22$$ 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 16101105$$ 16101205$$ 16101305$$ 16101405$$ 16101505, 16101005, 0, 5.0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, EmbeddedObj, None, 0, 300, 0, 0, None, None, 2, 20000.0, 0, 0, 0.0, 1.0, None, None, None, None, 0, 0, 1, 此招共有五式，连续施放可以打出连招。\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#C0E0AB'>无痕：处于<font color ='#FC6565'>无痕剑意</font>状态时施展，可移除无痕剑意造成额外100%伤害。</font>\n<font color ='#C0E0AB'>云体：可在低空使用。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按5次，可造成5次中量的单体伤害。\n<font color ='#C0E0AB'>获得剑意：完整施放该技能可以获得一格剑意</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 太白山有五峰，连延百里，此招亦五剑连环，绵绵不绝。, 天峰五云剑, SKILLL_HS_DantiTaolu_Entrance_Lv1, 0, 0, 连招, , , , 太白剑诀, , , 9, 0, 0, , 
16101101, 0, 1, 16101101, 2883585, 21$$ 20$$ 47$$ 22, 0, 0, 1, 0, 0, 0, 16777216, 3, 2, 0.12, 0.15, 60, 0, 2, 0, , 16101001, 1, 1267.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0, 667.0, 1.0, None, EmbeddedObj, None, None, 161011, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
16101102, 0, 2, 16101101, 2883585, 21$$ 20$$ 47$$ 22, 0, 0, 1, 0, 0, 0, 16777216, 3, 4, 0.126, 0.1575, 60, 0, 2, 0, , 16101002, 1, 1267.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0, 667.0, 1.0, None, EmbeddedObj, None, None, 161011, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
16101103, 0, 3, 16101101, 2883585, 21$$ 20$$ 47$$ 22, 0, 0, 1, 0, 0, 0, 16777216, 3, 6, 0.132, 0.165, 60, 0, 2, 0, , 16101003, 1, 1267.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0, 667.0, 1.0, None, EmbeddedObj, None, None, 161011, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
16101104, 0, 4, 16101101, 2883585, 21$$ 20$$ 47$$ 22, 0, 0, 1, 0, 0, 0, 16777216, 3, 11, 0.138, 0.1725, 60, 0, 2, 0, , 16101004, 1, 1267.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0, 667.0, 1.0, None, EmbeddedObj, None, None, 161011, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
16101105, 0, 5, 16101101, 2883585, 21$$ 20$$ 47$$ 22, 0, 0, 1, 0, 0, 0, 16777216, 3, 20, 0.144, 0.18, 60, 0, 2, 0, , 16101005, 1, 1267.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 300, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0, 667.0, 1.0, None, EmbeddedObj, None, None, 161011, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
