skillId, , skillLevel, baseLevelId, , , , , , , , , , , roleLevel, addition1, addition2, , , , , comboList, baseSkillId, , , , , , , , , , , , , , , , , , , , , , , , , distance, , , , , , cd, , , , , , , , , , , , des, background, name, icon, , , type, , consume, , typeDes, , , , , , , last
13100001, 0, 4, 13100001, 2, 49$$ 21, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, , 13100001, 0, 0.0, 0, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 1500, 0, 0, None, None, 2, 0.0, 0, 0$$ 9, 1000.0$$ 1000.0, 0.0$$ 0.0, None, None, None, None, 131050, 0, 1, , , 力满效果-缠, SKILLL_GB_Yin_A01_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
13101001, 0, 1, 13101001, 1281, 49$$ 73, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 6, 0, 13101101$$ 13101201$$ 13101901$$ 13101301, 13101001, 0, 0.0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 400.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, EmbeddedObj, EmbeddedObj, 0, 200, 0, 0, None, None, 2, 20000.0, 0, 0$$ 33, 0.0$$ 20000.0, 1.0$$ 1.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招，命中时增加25力。\n对目标造成多段打击总计[CastGroup]点伤害并压制目标，最后一掌将目标击退。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按3次，可造成3次中量的单体伤害。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 长啸摧肝胆，龙虎不相逢。, 龙吟三破, SKILLL_GB_DantiTaolu_Entrance_Lv1, 0, 0, 力系, , , , 降龙伏虎, , , 9, 0, 0, , 
13101002, 0, 2, 13101001, 1281, 49$$ 73, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 6, 0, 13101102$$ 13101202$$ 13101902$$ 13101302, 13101002, 0, 0.0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 400.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, EmbeddedObj, EmbeddedObj, 0, 200, 0, 0, None, None, 2, 20000.0, 0, 0$$ 33, 0.0$$ 20000.0, 1.0$$ 1.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招，命中时增加25力。\n对目标造成多段打击总计[CastGroup]点伤害并压制目标，最后一掌将目标击退。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按3次，可造成3次中量的单体伤害。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 长啸摧肝胆，龙虎不相逢。, 龙吟三破, SKILLL_GB_DantiTaolu_Entrance_Lv1, 0, 0, 力系, , , , 降龙伏虎, , , 9, 0, 0, , 
13101003, 0, 3, 13101001, 1281, 49$$ 73, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 6, 0, 13101103$$ 13101203$$ 13101903$$ 13101303, 13101003, 0, 0.0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 400.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, EmbeddedObj, EmbeddedObj, 0, 200, 0, 0, None, None, 2, 20000.0, 0, 0$$ 33, 0.0$$ 20000.0, 1.0$$ 1.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招，命中时增加25力。\n对目标造成多段打击总计[CastGroup]点伤害并压制目标，最后一掌将目标击退。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按3次，可造成3次中量的单体伤害。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 长啸摧肝胆，龙虎不相逢。, 龙吟三破, SKILLL_GB_DantiTaolu_Entrance_Lv1, 0, 0, 力系, , , , 降龙伏虎, , , 9, 0, 0, , 
13101004, 0, 4, 13101001, 1281, 49$$ 73, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 6, 0, 13101104$$ 13101204$$ 13101904$$ 13101304, 13101004, 0, 0.0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 400.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, EmbeddedObj, EmbeddedObj, 0, 200, 0, 0, None, None, 2, 20000.0, 0, 0$$ 33, 0.0$$ 20000.0, 1.0$$ 1.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招，命中时增加25力。\n对目标造成多段打击总计[CastGroup]点伤害并压制目标，最后一掌将目标击退。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按3次，可造成3次中量的单体伤害。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 长啸摧肝胆，龙虎不相逢。, 龙吟三破, SKILLL_GB_DantiTaolu_Entrance_Lv1, 0, 0, 力系, , , , 降龙伏虎, , , 9, 0, 0, , 
13101005, 0, 5, 13101001, 1281, 49$$ 73, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 6, 0, 13101105$$ 13101205$$ 13101905$$ 13101305, 13101005, 0, 0.0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 400.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, EmbeddedObj, EmbeddedObj, 0, 200, 0, 0, None, None, 2, 20000.0, 0, 0$$ 33, 0.0$$ 20000.0, 1.0$$ 1.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招，命中时增加25力。\n对目标造成多段打击总计[CastGroup]点伤害并压制目标，最后一掌将目标击退。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n###连按3次，可造成3次中量的单体伤害。\n<font color ='#C0E0AB'>满力：力满时施放，可将目标拉至身旁施放，伤害提升50%。</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>, 长啸摧肝胆，龙虎不相逢。, 龙吟三破, SKILLL_GB_DantiTaolu_Entrance_Lv1, 0, 0, 力系, , , , 降龙伏虎, , , 9, 0, 0, , 
13101101, 0, 1, 13101101, 1281, 21$$ 20, 0, 0, 1, 0, 0, 0, 16777216, 4, 3, 0.2, 0.25, 100, 0, 7, 0, , 13101001, 1, 1500.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 300.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0$$ 9, 800.0$$ 300.0, 0.0$$ 0.0, None, None, None, None, 131011, 0, 1, , , , , 0, 0, , , , , , , , 9, 0, 0, , 
13101102, 0, 2, 13101101, 1281, 21$$ 20, 0, 0, 1, 0, 0, 0, 16777216, 4, 7, 0.21, 0.263, 100, 0, 7, 0, , 13101002, 1, 1500.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 300.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0$$ 9, 800.0$$ 300.0, 0.0$$ 0.0, None, None, None, None, 131011, 0, 1, , , , , 0, 0, , , , , , , , 9, 0, 0, , 
13101103, 0, 3, 13101101, 1281, 21$$ 20, 0, 0, 1, 0, 0, 0, 16777216, 4, 11, 0.22, 0.275, 100, 0, 7, 0, , 13101003, 1, 1500.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 300.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0$$ 9, 800.0$$ 300.0, 0.0$$ 0.0, None, None, None, None, 131011, 0, 1, , , , , 0, 0, , , , , , , , 9, 0, 0, , 
13101104, 0, 4, 13101101, 1281, 21$$ 20, 0, 0, 1, 0, 0, 0, 16777216, 4, 19, 0.23, 0.288, 100, 0, 7, 0, , 13101004, 1, 1500.0, 0, 0, -1, 0, 0, 0, 2, 1, 0, 0, 0, 300.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 300, 0, 0, None, None, 2, 0.0, 0, 0$$ 9, 800.0$$ 300.0, 0.0$$ 0.0, None, None, None, None, 131011, 0, 1, , , , , 0, 0, , , , , , , , 9, 0, 0, , 
