skillId, , skillLevel, baseLevelId, , , , , , , , , , , roleLevel, addition1, addition2, , , , , comboList, baseSkillId, , , , , , , , , , , , , , , , , , , , , , , , , distance, , , , , , cd, , , , , , , , , , , , des, background, name, icon, , , type, , consume, , typeDes, , , , , , , last
17100001, 0, 1, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100101$$ 17100201$$ 17100301, 17100001, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100002, 0, 2, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100102$$ 17100202$$ 17100302, 17100002, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100003, 0, 3, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100103$$ 17100203$$ 17100303, 17100003, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100004, 0, 4, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100104$$ 17100204$$ 17100304, 17100004, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100005, 0, 5, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100105$$ 17100205$$ 17100305, 17100005, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100006, 0, 6, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100106$$ 17100206$$ 17100306, 17100006, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100007, 0, 7, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100107$$ 17100207$$ 17100307, 17100007, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100008, 0, 8, 17100001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 17100108$$ 17100208$$ 17100308, 17100008, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 3, 0.0$$ 0.0, 1.0$$ 1.0, None, EmbeddedObj, None, None, 0, 0, 1, 对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n\n###对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>上挑：在轻功<font color ='#FC6565'>微风扶柳</font>或<font color ='#FC6565'>索命诀</font>后发动，可将前方所有敌人挑飞，此效果每10秒可以发动一次</font>\n<font color ='#C0E0AB'>影刺：在<font color ='#FC6565'>百鬼潜行</font>状态下使用可对前方目标一次性造成全部伤害，并对其植入噬魂蛊，在一段时间后爆裂造成伤害</font>\n, 十字刀，刀如雪。, 十字望月, SKILLL_WD_Kill_Lv1, 0, 0, , , , , , , , 9, 0, 0, , 
17100101, 0, 1, 17100101, 1, 165, 0, 0, 1, 0, 0, 0, 16777216, 6, 1, 0.1, 0.5, 50, 0, 2, 0, , 17100001, 1, 1000.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 500.0, -50.0, 0.0, 0.0, 100.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0, 256.0, 0.0, None, None, None, None, 171001, 0, 1, , , , , 0, 0, , , , , , , , 9, 0, 0, , 
17100102, 0, 2, 17100101, 1, 165, 0, 0, 1, 0, 0, 0, 16777216, 6, 2, 0.104, 0.52, 52, 0, 2, 0, , 17100002, 1, 1000.0, 0, 0, -1, 0, 0, 2, 1, 3, 2, 0, 0, 500.0, -50.0, 0.0, 0.0, 100.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0, 256.0, 0.0, None, None, None, None, 171001, 0, 1, , , , , 0, 0, , , , , , , , 9, 0, 0, , 
