skillId, , skillLevel, baseLevelId, , , , , , , , , , , roleLevel, addition1, addition2, , , , , comboList, baseSkillId, , , , , , , , , , , , , , , , , , , , , , , , , distance, , , , , , cd, , , , , , , , , , , , des, background, name, icon, , , type, , consume, , typeDes, , , , , , , last
19107001, 0, 1, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107101$$ 19107201$$ 19107301, 19107001, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107002, 0, 2, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107102$$ 19107202$$ 19107302, 19107002, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107003, 0, 3, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107103$$ 19107203$$ 19107303, 19107003, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107004, 0, 4, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107104$$ 19107204$$ 19107304, 19107004, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107005, 0, 5, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107105$$ 19107205$$ 19107305, 19107005, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107006, 0, 6, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107106$$ 19107206$$ 19107306, 19107006, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107007, 0, 7, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107107$$ 19107207$$ 19107307, 19107007, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107008, 0, 8, 19107001, 1, 49, 0, 0, 1, 0, 67108864, 0, 16777216, 0, 0, 0.0, 0.0, 0, 0, 1, 0, 19107108$$ 19107208$$ 19107308, 19107008, 0, 0.0, 0, 0, -1, 0, 0, 2, 1, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, 1.0$$ 0.0$$ 1.0$$ 0.0$$ 0.0, None, None, None, None, 0, 0, 1, 此招共有三式，连续施放可以打出连招。\n对前方区域造成总共[CastGroup]点范围伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>\n###连按3次，可造成3次少量的群体伤害。\n<font color ='#C0E0AB'>刀意：每一段命中时，可以获得10点刀意</font>\n<font color ='#C0E0AB'>破敌：当目标身上有破绽状态时，消耗目标1层破绽，并附加额外压制效果</font>\n<font color ='#C0E0AB'>沧海：在沧海状态下，施展速度加快</font>, 浪子三唱，只唱英雄。, 浪子三唱, SKILLL_SD_Shenguiyeku, 0, 0, , , , , , , , 9, 0, 0, , 
19107101, 0, 1, 19107101, 47873, 185, 0, 0, 1, 0, 0, 0, 16777216, 2, 1, 0.1, 0.5, 50, 0, 2, 0, , 19107001, 1, 1000.0, 0, 0, -1, 0, 0, 2, 1, 4, 2, 0, 0, 550.0, -50.0, 0.0, 400.0, 0.0, 300, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 500.0$$ 300.0$$ 700.0$$ 500.0$$ 500.0, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, None, None, None, None, 19107101, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
19107102, 0, 2, 19107101, 47873, 185, 0, 0, 1, 0, 0, 0, 16777216, 2, 2, 0.104, 0.52, 50, 0, 2, 0, , 19107002, 1, 1000.0, 0, 0, -1, 0, 0, 2, 1, 4, 2, 0, 0, 550.0, -50.0, 0.0, 400.0, 0.0, 300, 0, 0, None, None, 0, 0, 0, 0, None, None, 2, 0.0, 0, 0$$ 9$$ 21$$ 22$$ 23, 500.0$$ 300.0$$ 700.0$$ 500.0$$ 500.0, 0.0$$ 0.0$$ 0.0$$ 0.0$$ 0.0, None, None, None, None, 19107101, 0, 1, , , , , 5, 0, , , , , , , , 9, 0, 0, , 
